CodeBERT_Prediction,CodeT5_Prediction,MulaRec_Prediction,Correct_Model_Names,Correct_API_Sequence,CodeBERT_Achievement_Rate,CodeT5_Achievement_Rate,MulaRec_Achievement_Rate,CodeBERT_Head_API_Rate,CodeT5_Head_API_Rate,MulaRec_Head_API_Rate
"['runnable.<init>', 'thread.<init>', 'thread.start']","['runnable.<init>', 'executorservice.submit', 'executorservice.shutdown']","['runnable.<init>', 'executorservice.submit', 'util.printerror']",MulaRec,"['runnable.<init>', 'executorservice.submit', 'util.printerror']",0.8461971552609615,0.6744459090391585,0.0,1.0,0.3333333333333333,0.3333333333333333
"['string.indexof', 'string.length', 'string.substring', 'string.length', 'string.substring', 'string.length', 'string.substring', 'string.length', 'string.substring', 'string.length', 'string.substring']","['stringbuffer.<init>', 'string.indexof', 'string.length', 'string.substring', 'stringbuffer.append', 'string.length', 'string.substring', 'stringbuffer.append', 'stringbuffer.tostring']","['string.charat', 'string.substring', 'string.length', 'string.substring']",MulaRec,"['string.charat', 'string.substring', 'string.length', 'string.substring']",0.8403378368649368,0.8457424934848045,0.9935304619938192,1.0,1.0,1.0
['printstream.println'],"['date.<init>', 'simpledateformat.<init>', 'simpledateformat.format', 'system.currenttimemillis', 'date.<init>', 'simpledateformat.<init>', 'simpledateformat.format', 'system.currenttimemillis', 'date.<init>', 'simpledateformat.<init>', 'simpledateformat.format', 'system.currenttimemillis', 'date.<init>', 'simpledateformat.<init>', 'simpledateformat.format', 'system.currenttimemillis', 'date.<init>simple']","['zoneddatetime.ofinstant', 'instant.ofepochmillimap<string,string', '>.get', 'throwable.getclassmap<string,string', '>.get', 'throwable.getmessagemap<string,string', '>.get']",MulaRec,"['zoneddatetime.ofinstant', 'instant.ofepochmillimap<string,string', '>.get', 'throwable.getclassmap<string,string', '>.get', 'throwable.getmessagemap<string,string', '>.get']",0.7714285714285715,0.0,0.0,0.0,0.7058823529411765,0.0
['string.length'],"['string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring']",['integer.tostring'],MulaRec,['integer.tostring'],0.8308181096108023,0.7916585771528285,0.981042654028436,1.0,1.0,1.0
"['string.substring', 'integer.parseint']",['integer.valueof'],['integer.parseint'],CodeT5,['integer.valueof'],0.8677514226205256,0.4805194805194805,0.9905838041431262,1.0,1.0,1.0
"['color.<init>', 'jpanel.<init>', 'jpanel.setbounds']","['color.<init>', 'jpanel.<init>', 'jpanel.setbounds', 'jpanel.setbackground', 'jpanel.setopaque']","['color.<init>', 'jpanel.<init>', 'jpanel.setbounds', 'jpanel.setbackground', 'jpanel.setlayout']",MulaRec,"['color.<init>', 'jpanel.<init>', 'jpanel.setbounds', 'jpanel.setbackground', 'jpanel.setlayout']",0.4305450750410522,0.4830837132079728,0.8180477759241561,0.6666666666666666,0.4,0.6
"['url.<init>', 'string.cast']","['url.<init>', 'url.openconnection', 'string.getbytes', 'base64.encodecycobject', 'base64.decodecycobject', 'url.<init>', 'url.openconnection', 'string.getbytes', 'base64.encodecycobject', 'base64.decodecycobject', 'url.<init>', 'url.openconnection', 'string.getbytes', 'base64.encodecycobject', 'base64.decodecycobject', 'url.<init>', 'url.openconnection', 'string.getbytes', 'base64.encode']",['string.cast'],MulaRec,['string.cast'],0.8504932566013893,0.0,0.9788867562380038,1.0,0.631578947368421,1.0
['datainputstream.<init>'],"['bytearrayoutputstream.<init>', 'bytearrayoutputstream.write', 'bytearrayoutputstream.tobytearray']","['bytearrayoutputstream.<init>', 'bytearrayoutputstream.write', 'bytearrayoutputstream.tobytearray', 'bytebuffer.allocatedirect']",MulaRec,"['bytearrayoutputstream.<init>', 'bytearrayoutputstream.write', 'bytearrayoutputstream.tobytearray', 'bytebuffer.allocatedirect']",0.8148148148148148,0.9229373188679816,0.9980861156304802,0.0,1.0,0.75
['jpanel.gety'],"['jpanel.getheight', 'jpanel.gety', 'jpanel.setlocation']","['jpanel.getwidth', 'jpanel.gety', 'jpanel.setlocation']",MulaRec,"['jpanel.getwidth', 'jpanel.gety', 'jpanel.setlocation']",0.0,0.0,0.0,0.0,0.0,0.0
['integer.parseint'],"['integer.parseintarraylist<string', '>.add', 'string.equalsignorecasearraylist<string', '>.add', 'string.equalsignorecasearraylist<string', '>.add', 'string.equalsignorecasearraylist<string', '>.add', 'string.equalsignorecasearraylist<string', '>.add', 'string.equalsignorecasearraylist<string', '>.add', 'string.equalsignorecasearraylist<string', '>.add', 'string.equalsignorecasearraylist<string', '>.add', 'string.equals']","['integer.parseint', 'string.length', 'math.random', 'string.equalsignorecasearraylist<string', '>.add']",MulaRec,"['integer.parseint', 'string.length', 'math.random', 'string.equalsignorecasearraylist<string', '>.add']",0.8662900188323918,0.0,0.0,1.0,0.058823529411764705,0.6
"['map<string,arraylist<string>>.putarraylist<string', '>.<init>map<string,arraylist<string', '>>.putmap<string,arraylist<string', '>>.isemptymap<string,arraylist<string', '>>.keysetmap<string,arraylist<string', '>>.containskeymap<string,arraylist<string', '>>.getmap<string,arraylist<string', '>>.keysetmap<string,arraylist<string']","['map<string,arraylist<string>>.putarraylist<string', '>.<init>map<string,arraylist<string', '>>.putmap<string,arraylist<string', '>>.isemptymap<string,arraylist<string', '>>.keysetmap<string,arraylist<string', '>>.containskeymap<string,arraylist<string', '>>.getmap<string,arraylist<string', '>>.keysetmap<string,arraylist<']","['map<string,arraylist<string>>.putarraylist<string', '>.<init>map<string,arraylist<string', '>>.putmap<string,arraylist<string', '>>.isemptymap<string,arraylist<string', '>>.keysetmap<string,arraylist<string', '>>.containskeymap<string,arraylist<string', '>>.getmap<string,arraylist<string', '>>.keysetmap<string,arraylist<string', '>>.containskeymap<string,arraylist<string', '>>.get']",MulaRec,"['map<string,arraylist<string>>.putarraylist<string', '>.<init>map<string,arraylist<string', '>>.putmap<string,arraylist<string', '>>.isemptymap<string,arraylist<string', '>>.keysetmap<string,arraylist<string', '>>.containskeymap<string,arraylist<string', '>>.getmap<string,arraylist<string', '>>.keysetmap<string,arraylist<string', '>>.containskeymap<string,arraylist<string', '>>.get']",0.0,0.0,0.0,0.0,0.0,0.0
"['string.substring', 'string.charat']","['string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat', 'string.substring', 'string.charat']","['string.substring', 'string.charatarraylist<string', '>.add']",MulaRec,"['string.substring', 'string.charatarraylist<string', '>.add']",0.8974848160935236,0.8595176331721451,0.0,1.0,1.0,0.3333333333333333
"['stringbuilder.<init>', 'stringbuilder.append', 'urlencoder.encode', 'stringbuilder.append', 'stringbuilder.tostring']","['stringbuilder.<init>', 'stringbuilder.appendmap<string,object', '>.entrysetentry<string,object', '>.getkey', 'stringbuilder.appendentry<string,object', '>.getvalue', 'stringbuilder.appenditerator<entry<string,object', '>>.hasnextiterator<entry<string,object', '>>.nextentry<string,object', '>.getkey', 'stringbuilder.appenditerator<entry<string,object', '>>.hasnext', 'stringbuilder.append', 'stringbuilder.tostring']","['stringbuilder.<init>', 'stringbuilder.append', 'stringbuilder.tostring']",MulaRec,"['stringbuilder.<init>', 'stringbuilder.append', 'stringbuilder.tostring']",0.871365046563631,0.0,0.9658803173236741,0.8,0.21428571428571427,1.0
['intbuffer.get'],"['intbuffer.rewind', 'intbuffer.get']",['intbuffer.flip'],CodeBERT,['intbuffer.get'],0.9285714285714286,0.9258200997725514,1.0,0.0,0.0,0.0
['list.remove'],['arraylist.remove'],['arraylist.add'],CodeT5,['arraylist.remove'],0.8518518518518519,0.9078947368421053,0.9923518164435946,1.0,1.0,1.0
['filesystem.gethost'],['file.changehost'],['files.copy'],CodeT5,['file.changehost'],0.0,0.0,1.0,0.0,0.0,0.0
['long.parselong'],"['string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println', 'string.equals', 'printwriter.println']",['string.isempty'],MulaRec,['string.isempty'],0.6875,0.7751500674072201,0.9262295081967213,1.0,1.0,1.0
['system.arraycopy'],"['stringbuilder.<init>', 'string.format', 'stringbuilder.append', 'stringbuilder.tostring']","['system.arraycopy', 'messageformat.format']",MulaRec,"['system.arraycopy', 'messageformat.format']",0.9636363636363636,0.7939342903833192,0.9982939993263052,1.0,1.0,0.5
['system.exit'],"['datagrampacket.<init>', 'datagramsocket.receive', 'datagrampacket.getdata', 'datagrampacket.getaddress', 'datagrampacket.getport', 'datagrampacket.getdata', 'datagrampacket.<init>', 'datagramsocket.receive', 'datagrampacket.getaddress', 'datagrampacket.getport', 'datagrampacket.getdatadatagrampack']","['connection.receive', 'list.iterator', 'iterator.hasnext', 'iterator.next', 'connection.close']",MulaRec,"['connection.receive', 'list.iterator', 'iterator.hasnext', 'iterator.next', 'connection.close']",0.888015717092338,0.0,0.0,1.0,0.0,0.8
"['fileoutputstream.<init>', 'inputstream.read', 'fileoutputstream.write', 'fileoutputstream.close', 'inputstream.close', 'file.delete']","['fileoutputstream.<init>', 'inputstream.read', 'outputstream.write', 'outputstream.close', 'inputstream.close']","['fileoutputstream.<init>', 'inputstream.read', 'fileoutputstream.write', 'fileoutputstream.close', 'inputstream.close', 'fileoutputstream.close', 'file.exists', 'file.delete', 'inputstream.close']",MulaRec,"['fileoutputstream.<init>', 'inputstream.read', 'fileoutputstream.write', 'fileoutputstream.close', 'inputstream.close', 'fileoutputstream.close', 'file.exists', 'file.delete', 'inputstream.close']",0.9110602469671057,0.8567114196784632,0.9900790687104214,0.6666666666666666,0.8,0.6666666666666666
"['graphics2d.cast', 'graphics2d.setcomposite', 'graphics2d.setcomposite']","['graphics2d.cast', 'graphics2d.setcomposite', 'graphics2d.setpaint', 'graphics2d.fill']","['graphics2d.cast', 'graphics2d.setcomposite']",MulaRec,"['graphics2d.cast', 'graphics2d.setcomposite']",0.0,0.0,1.0,0.3333333333333333,0.25,0.5
['map<selectionkey>.put'],['selectionkey.cancel'],"['selectionkey.channel', 'socketchannel.cast']",MulaRec,"['selectionkey.channel', 'socketchannel.cast']",0.0,1.0,1.0,0.0,0.0,0.0
"['stringbuilder.<init>', 'stringbuilder.append', 'stringbuilder.tostring']","['stringbuilder.<init>', 'string.length', 'string.charat', 'stringbuilder.append', 'string.charat', 'stringbuilder.append', 'string.charat', 'stringbuilder.append', 'string.charat', 'stringbuilder.append', 'string.charat', 'stringbuilder.append', 'string.charat', 'stringbuilder.append', 'string.charat', 'stringbuilder.append', 'string.charat', 'stringbuilder.append', 'string.charat', 'stringbuilder.append', 'string.charat', 'stringbuilder.append', 'string.charat', 'stringbuilder.appendstring']","['string.length', 'stringbuilder.<init>', 'string.length', 'stringbuilder.append', 'stringbuilder.tostring']",MulaRec,"['string.length', 'stringbuilder.<init>', 'string.length', 'stringbuilder.append', 'stringbuilder.tostring']",0.8410861313816819,0.0,0.9743884987178514,1.0,0.9583333333333334,1.0
['message.encryptmessage'],"['message.compress', 'message.encrypt', 'message.encrypt', 'message.encrypt', 'message.encrypt', 'message.encrypt', 'message.encrypt', 'message.encrypt', 'message.encrypt', 'message.encrypt', 'message.encrypt', 'message.encrypt', 'message.encrypt', 'message.encrypt', 'message.encrypt']","['message.compress', 'message.encrypt', 'message.compress', 'message.encrypt', 'message.div4', 'checksum.calc']",MulaRec,"['message.compress', 'message.encrypt', 'message.compress', 'message.encrypt', 'message.div4', 'checksum.calc']",0.0,0.0,0.0,0.0,0.0,0.0
"['template.processtemplate', 'printwriter.println']","['template.processtemplatelist<string', '>.sizelist<string', '>.get', 'printwriter.println']","['template.processtemplate', 'template.size', 'printwriter.printmap<string,list<string', '>>.get', 'printwriter.print', 'printwriter.println']",CodeT5,"['template.processtemplatelist<string', '>.sizelist<string', '>.get', 'printwriter.println']",0.0,0.0,0.0,0.5,0.25,0.3333333333333333
['gradientpaint.<init>'],"['gradientpaint.<init>', 'color.<init>', 'gradientpaint.<init>', 'color.<init>']",['color.<init>'],CodeBERT,['gradientpaint.<init>'],0.9333333333333333,0.71631847965622,0.9478672985781991,0.0,0.5,1.0
"['eigendecomposition.decompose', 'eigendecomposition.geteigenvector']","['array2drowrealmatrix.<init>', 'array2drowrealmatrix.getentry', 'array2drowrealmatrix.setentry', 'array2drowrealmatrix.getentry', 'array2drowrealmatrix.setentry', 'array2drowrealmatrix.getentry', 'array2drowrealmatrix.setentry', 'array2drowrealmatrix.getentry', 'array2drowrealmatrix.setentry', 'array2drowrealmatrix.getentry', 'array2drowrealmatrix.']",['eigendecomposition.findeigenvectors'],MulaRec,['eigendecomposition.findeigenvectors'],1.0,0.0,0.0,0.0,0.0,0.0
"['math.max', 'math.min', 'math.max', 'math.min', 'math.max', 'math.min', 'math.max', 'math.min']","['math.min', 'math.max', 'math.min', 'math.max', 'math.min', 'math.max', 'math.min']","['math.max', 'math.min', 'math.max', 'math.min', 'math.floor', 'math.ceil', 'math.pow', 'math.max', 'math.min']",MulaRec,"['math.max', 'math.min', 'math.max', 'math.min', 'math.floor', 'math.ceil', 'math.pow', 'math.max', 'math.min']",0.7927518672142324,0.7114629776518211,0.9891623429275904,1.0,1.0,1.0
"['string.charat', 'uri.isalpha', 'string.length', 'string.charat', 'uri.isalphacharacter']","['string.charat', 'uri.isalpha', 'string.length', 'string.charat', 'uri.isalphanum']","['string.charat', 'uri.isalpha', 'string.length', 'string.charat', 'string.indexof', 'uri.isalphanum']",MulaRec,"['string.charat', 'uri.isalpha', 'string.length', 'string.charat', 'string.indexof', 'uri.isalphanum']",0.0,0.0,0.0,0.6,0.6,0.6666666666666666
['math.random'],"['arraylist<integer>.<init>arraylist<integer', '>.addarraylist<integer', '>.size', 'random.nextintarraylist<integer', '>.getarraylist<integer', '>.setarraylist<integer', '>.size', 'random.nextintarraylist<integer', '>.getarraylist<integer', '>.setarraylist<integer', '>.size', 'random.nextintarraylist<integer', '>.getarraylist<integer', '>.setarraylist<integer', '>.size']",['network.<init>'],MulaRec,['network.<init>'],0.7349397590361446,0.0,0.8,1.0,0.0,0.0
"['urlencoder.encodehashmap<string,object', '>.<init>']","['hashmap<string,string>.<init>']","['urlencoder.encodehashmap<string,string', '>.<init>']",MulaRec,"['urlencoder.encodehashmap<string,string', '>.<init>']",0.0,0.45161290322580644,0.0,0.0,0.0,0.0
"['list.iterator', 'iterator.hasnext', 'iterator.next', 'point.getposition']","['list.iterator', 'iterator.hasnext', 'iterator.next', 'point.getx', 'point.gety', 'point.<init>', 'list.iterator', 'iterator.hasnext', 'iterator.next', 'point.getx', 'point.gety', 'point.<init>', 'list.iterator', 'iterator.hasnext', 'iterator.next', 'point.getx', 'point.gety', 'point.<init>', 'list.iterator', 'iterator.hasnext', 'iterator.next', 'point.getx', 'point.gety', 'point.<init>', 'list.iterator', 'iterator.has']","['list.iterator', 'iterator.hasnext', 'iterator.next', 'point.getposition', 'point.getdistanceorthogonal']",MulaRec,"['list.iterator', 'iterator.hasnext', 'iterator.next', 'point.getposition', 'point.getdistanceorthogonal']",0.0,0.0,0.0,0.75,0.6538461538461539,0.6
"['arraylist<arraylist<arraylist<double>>.gethashmap<double,integer', '>.put']","['arraylist<arraylist<double>>.gethashmap<double,integer', '>.containskeyhashmap<double,integer', '>.gethashmap<double,integer', '>.puthashmap<double,integer', '>.containskeyhashmap<double,integer', '>.gethashmap<double,integer', '>.puthashmap<double,integer', '>.containskeyhashmap<double,integer', '>.gethashmap<double,integer', '>.puthashmap<double']","['arraylist<arraylist<double>>.gethashmap<double,integer', '>.containskeyhashmap<double,integer', '>.gethashmap<double,integer', '>.put']",MulaRec,"['arraylist<arraylist<double>>.gethashmap<double,integer', '>.containskeyhashmap<double,integer', '>.gethashmap<double,integer', '>.put']",0.0,0.0,0.0,0.0,0.0,0.0
