original_index,final_status,codebert_status,codet5_status,mularec_status,correct_api,final_api,codebert_api,codet5_api,mularec_api
537,0,0,0,0,string.trim,string.length,joptionpane.showmessagedialog,string.equalsignorecase,string.length
539,1,1,1,1,string.length,string.length,string.length,string.length,string.length
541,0,0,0,1,range.<init>,double.<init>,double.<init>,math.max,range.<init>
543,2,1,1,1,bitset.nextsetbit,none.none,bitset.nextsetbit,bitset.nextsetbit,bitset.nextsetbit
548,0,0,0,0,double>.<init>,point.<init>,point.<init>,point.<init>,math.abs
550,0,0,0,0,grammar.grammarparser,filereader.<init>,grammar.<init>,filereader.<init>,filereader.<init>
551,1,1,0,0,entry.getkey,entry.getkey,entry.getkey,hashmap.<init>,entry.getvalue
553,1,1,1,1,integer.instance,integer.instance,integer.instance,integer.instance,integer.instance
554,0,0,0,1,connection.setautocommit,class.forname,class.forname,class.forname,connection.setautocommit
555,2,1,1,1,graph.listeners,none.none,graph.listeners,graph.listeners,graph.listeners
564,1,1,0,0,file.<init>,file.<init>,file.<init>,properties.<init>,hashmap.<init>
567,0,0,0,0,string.equals,urlencoder.encode,string.format,url.<init>,urlencoder.encode
569,1,1,1,1,object.equals,object.equals,object.equals,object.equals,object.equals
572,0,0,0,0,quaternion.<init>,arraylist<string>.<init>,font.<init>,float.<init>,arraylist<string>.<init>
573,1,0,1,0,jtextfield.<init>,jtextfield.<init>,jfilechooser.setfileselectionmode,jtextfield.<init>,jmenubar.<init>
574,1,1,1,1,pushbackinputstream.read,pushbackinputstream.read,pushbackinputstream.read,pushbackinputstream.read,pushbackinputstream.read
576,1,1,1,1,string.instance,string.instance,string.instance,string.instance,string.instance
577,1,1,1,1,stringbuffer.tostring,stringbuffer.tostring,stringbuffer.tostring,stringbuffer.tostring,stringbuffer.tostring
578,1,1,1,1,jpanel.<init>,jpanel.<init>,jpanel.<init>,jpanel.<init>,jpanel.<init>
579,2,0,0,0,weibulldistribution.bymean,none.none,weibulldistribution.<init>,weibulldistributionbymeannumber.<init>,weibulldistribution.<init>
580,0,0,0,0,hashset.<init>,arraylist.<init>,arraylist.<init>,arraylist.<init>,arraylist<integer>.<init>
581,0,0,0,0,cursor.<init>,jtable.getmodel,jlabel.settext,jtable.getmodel,windowadapter.<init>
585,2,0,0,0,"arraylist<hashmap<string,string>>.addall",none.none,list.add,list<book>.add,list<string>.add
586,2,0,0,0,messageformat.format,none.none,integer.parseint,hashset<element>.<init>,integer.parseint
587,1,0,0,1,map.instance,map.instance,map.cast,"map<string,object>.put",map.instance
593,1,1,1,1,thread.currentthread,thread.currentthread,thread.currentthread,thread.currentthread,thread.currentthread
594,1,1,1,1,hashtable<string>.<init>,hashtable<string>.<init>,hashtable<string>.<init>,hashtable<string>.<init>,hashtable<string>.<init>
597,0,0,0,1,jtextfield.<init>,jbutton.settext,jbutton.settext,grouplayout.<init>,jtextfield.<init>
602,0,0,0,0,thread.sleep,arraylist.<init>,thread.<init>,executors.newfixedthreadpool,arraylist.<init>
605,2,0,0,1,pair<arraylist>.getelementy,none.none,pair<arraylist>.getvalue,pair<arraylist>.getfirst,pair<arraylist>.getelementy
607,1,1,1,0,list.add,list.add,list.add,list.add,collections.shuffle
608,0,0,0,0,list.isempty,list.iterator,list.add,list.iterator,list.iterator
609,0,0,1,0,math.abs,system.arraycopy,system.arraycopy,math.abs,math.min
611,0,0,0,0,string.matches,string.startswith,string.equals,string.startswith,string.startswith
612,1,1,1,1,node.cast,node.cast,node.cast,node.cast,node.cast
613,1,1,1,1,iterator.next,iterator.next,iterator.next,iterator.next,iterator.next
617,0,0,0,0,arraylist.<init>,jfilechooser.setfileselectionmode,jlabel.<init>,jfilechooser.setfileselectionmode,file.getname
618,2,1,1,1,writer.flush,none.none,writer.flush,writer.flush,writer.flush
619,1,1,1,1,message.setmodal,message.setmodal,message.setmodal,message.setmodal,message.setmodal
621,1,1,1,1,connection.preparestatement,connection.preparestatement,connection.preparestatement,connection.preparestatement,connection.preparestatement
622,0,0,0,0,signature.update,bytearrayoutputstream.<init>,bytearrayoutputstream.<init>,calendar.gettimeinmillis,calendar.getinstance
623,1,1,1,1,type.getdescriptor,type.getdescriptor,type.getdescriptor,type.getdescriptor,type.getdescriptor
624,1,1,1,1,arraylist.<init>,arraylist.<init>,arraylist.<init>,arraylist.<init>,arraylist.<init>
625,1,1,1,1,vector.elementat,vector.elementat,vector.elementat,vector.elementat,vector.elementat
626,2,1,1,1,location.instance,none.none,location.instance,location.instance,location.instance
627,1,1,1,1,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy
629,1,1,0,1,file.length,file.length,file.length,httpurlconnection.setdooutput,file.length
630,2,0,0,0,toolkit.getdefaulttoolkit,none.none,jpanel.add,imageicon.<init>,jpanel.setsize
631,0,0,0,0,system.getproperty,jframe.setvisible,jframe.setvisible,uimanager.getsystemlookandfeelclassname,jframe.setvisible
632,0,0,1,0,point2d.getx,math.max,collection.instance,point2d.getx,math.max
636,1,1,1,1,utils.getbackground,utils.getbackground,utils.getbackground,utils.getbackground,utils.getbackground
639,1,1,1,1,enumeration.hasmoreelements,enumeration.hasmoreelements,enumeration.hasmoreelements,enumeration.hasmoreelements,enumeration.hasmoreelements
641,2,1,1,1,pathiterator.isdone,none.none,pathiterator.isdone,pathiterator.isdone,pathiterator.isdone
644,0,0,0,0,point.compareto,math.max,math.max,arrays.aslist,math.max
645,1,1,1,1,vector.get,vector.get,vector.get,vector.get,vector.get
648,2,0,0,0,set.remove,none.none,map<location>.remove,entry.getvalue,map.remove
649,0,0,0,0,gridlayout.<init>,jframe.setdefaultcloseoperation,borderlayout.<init>,windowadapter.<init>,jframe.setdefaultcloseoperation
650,1,0,1,0,printwriter.println,printwriter.println,integer.parseint,printwriter.println,arraylist.<init>
651,0,0,0,0,string.replaceall,string.length,string.split,string.length,string.length
652,2,1,1,1,configuration.geterrorlistener,none.none,configuration.geterrorlistener,configuration.geterrorlistener,configuration.geterrorlistener
656,1,1,1,1,assertionerror.<init>,assertionerror.<init>,assertionerror.<init>,assertionerror.<init>,assertionerror.<init>
657,0,1,0,0,vector.elements,enumeration.hasmoreelements,vector.elements,enumeration.hasmoreelements,enumeration.hasmoreelements
658,0,0,0,0,gridbaglayout.<init>,jpanel.<init>,jpanel.<init>,jpanel.<init>,jpanel.<init>
660,1,1,1,1,stringbuffer.<init>,stringbuffer.<init>,stringbuffer.<init>,stringbuffer.<init>,stringbuffer.<init>
665,2,1,1,1,message.addinformation,none.none,message.addinformation,message.addinformation,message.addinformation
669,1,1,1,1,entry.cast,entry.cast,entry.cast,entry.cast,entry.cast
674,1,1,1,1,vector.elements,vector.elements,vector.elements,vector.elements,vector.elements
675,2,1,1,1,map.<init>,none.none,map.<init>,map.<init>,map.<init>
678,0,0,1,0,bytearrayoutputstream.<init>,inputstream.close,inputstream.close,bytearrayoutputstream.<init>,inputstream.close
682,2,1,1,1,tablerow.getcells,none.none,tablerow.getcells,tablerow.getcells,tablerow.getcells
683,1,1,1,1,arraylist.toarray,arraylist.toarray,arraylist.toarray,arraylist.toarray,arraylist.toarray
684,2,1,1,1,xstring.todouble,none.none,xstring.todouble,xstring.todouble,xstring.todouble
686,1,1,0,1,string.equals,string.equals,string.equals,arraylist.<init>,string.equals
687,0,0,0,0,font.<init>,boxlayout.<init>,boxlayout.<init>,tablemodel.getrowcount,boxlayout.<init>
689,1,1,1,1,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy
696,0,0,0,1,properties.keys,properties.propertynames,properties.propertynames,properties.propertynames,properties.keys
697,1,1,1,1,vector<string>.size,vector<string>.size,vector<string>.size,vector<string>.size,vector<string>.size
698,2,1,1,1,parameter.getparser,none.none,parameter.getparser,parameter.getparser,parameter.getparser
702,1,1,1,1,arrays.fill,arrays.fill,arrays.fill,arrays.fill,arrays.fill
703,0,0,1,0,stringbuilder.<init>,string.length,charset.forname,stringbuilder.<init>,string.length
706,2,1,1,1,line2d.instance,none.none,line2d.instance,line2d.instance,line2d.instance
708,0,0,0,0,string.length,string.equals,string.equals,string.equals,string.equals
709,1,1,1,1,vector<string>.<init>,vector<string>.<init>,vector<string>.<init>,vector<string>.<init>,vector<string>.<init>
711,2,1,1,1,propertydescriptor.getreadmethod,none.none,propertydescriptor.getreadmethod,propertydescriptor.getreadmethod,propertydescriptor.getreadmethod
712,1,1,1,1,vector3dformat.getinstance,vector3dformat.getinstance,vector3dformat.getinstance,vector3dformat.getinstance,vector3dformat.getinstance
715,2,0,0,1,set<parameters>.add,none.none,set<string>.contains,set<parameters>.size,set<parameters>.add
716,2,0,0,0,list.clear,none.none,connection.close,collection<list>.iterator,collection.toarray
719,0,0,0,1,flowlayout.<init>,emptyborder.<init>,emptyborder.<init>,emptyborder.<init>,flowlayout.<init>
721,2,0,0,0,jslider.setminimum,none.none,jslider.setminortickspacing,jslider.setpaintlabels,jslider.setmaximum
722,1,1,1,1,event.onchanged,event.onchanged,event.onchanged,event.onchanged,event.onchanged
725,0,0,0,0,treenode.<init>,inputstream.read,inputstream.read,inputstream.read,inputstream.read
726,1,1,1,1,double.<init>,double.<init>,double.<init>,double.<init>,double.<init>
730,1,0,1,1,jtextfield.gettext,jtextfield.gettext,joptionpane.showinputdialog,jtextfield.gettext,jtextfield.gettext
733,0,0,0,0,jtextfield.<init>,font.<init>,font.<init>,jlabel.settext,font.<init>
734,2,0,0,0,bytebuffer.clear,none.none,string.indexof,styleddocument.setparagraphattributes,string.replaceall
735,1,1,1,1,stringbuilder.<init>,stringbuilder.<init>,stringbuilder.<init>,stringbuilder.<init>,stringbuilder.<init>
736,1,0,1,1,jtable.<init>,jtable.<init>,jbutton.settext,jtable.<init>,jtable.<init>
737,2,1,1,1,point.equals,none.none,point.equals,point.equals,point.equals
739,1,1,1,1,list.size,list.size,list.size,list.size,list.size
741,1,1,1,1,button.<init>,button.<init>,button.<init>,button.<init>,button.<init>
742,0,0,0,0,arraylist<string>.size,url.<init>,string.split,url.<init>,file.<init>
743,2,0,0,0,fileinputstream.available,none.none,fileinputstream.close,gzipinputstream.<init>,fileinputstream.close
744,0,0,0,0,string.charat,random.nextint,random.nextint,stringbuffer.<init>,random.nextint
745,0,0,0,0,arraylist<string>.<init>,file.<init>,file.<init>,runtime.getruntime,system.getproperty
748,1,1,0,1,stringtokenizer.counttokens,stringtokenizer.counttokens,stringtokenizer.counttokens,stringtokenizer.hasmoretokens,stringtokenizer.counttokens
749,1,1,1,1,drivermanager.getconnection,drivermanager.getconnection,drivermanager.getconnection,drivermanager.getconnection,drivermanager.getconnection
750,2,1,1,1,base64.outlength,none.none,base64.outlength,base64.outlength,base64.outlength
753,1,0,1,0,jbutton.<init>,jbutton.<init>,jlabel.settext,jbutton.<init>,font.<init>
757,0,0,0,0,dimension.<init>,jbutton.setenabled,jtextfield.<init>,jcombobox.<init>,jbutton.setenabled
759,1,1,1,1,utils.normalize,utils.normalize,utils.normalize,utils.normalize,utils.normalize
760,1,1,1,1,integer.instance,integer.instance,integer.instance,integer.instance,integer.instance
763,1,1,1,1,tablecolumn.<init>,tablecolumn.<init>,tablecolumn.<init>,tablecolumn.<init>,tablecolumn.<init>
765,0,1,0,0,printwriter.close,printwriter.println,printwriter.close,printwriter.println,printwriter.println
767,2,0,0,0,arraylist<arraylist<string>>.add,none.none,arraylist<string>.add,arraylist<string>.add,"hashmap<string,arraylist<string>>.put"
772,2,1,0,0,inputstream.close,none.none,inputstream.close,objectinputstream.<init>,properties.loadfromxml
773,2,1,0,1,clock.getroundnum,none.none,clock.getroundnum,hashmap<integer>.entryset,clock.getroundnum
776,1,1,1,1,jtextarea.settext,jtextarea.settext,jtextarea.settext,jtextarea.settext,jtextarea.settext
777,0,0,0,0,string.charat,string.length,double.parsedouble,string.length,string.length
781,2,1,1,1,color.isdisposed,none.none,color.isdisposed,color.isdisposed,color.isdisposed
790,1,1,0,1,arraylist<integer>.get,arraylist<integer>.get,arraylist<integer>.get,arraylist<integer>.<init>,arraylist<integer>.get
791,2,0,0,0,integer.cast,none.none,list<list<object>>.size,list<object>.get,list<object>.clear
792,1,1,1,0,system.exit,system.exit,system.exit,system.exit,reader.close
794,0,0,1,0,jpanel.<init>,jlabel.settext,jtextfield.<init>,jpanel.<init>,jlabel.settext
796,1,0,1,1,document.createelement,document.createelement,document.appendchild,document.createelement,document.createelement
801,2,0,0,0,stack.peek,none.none,documenttype.getentities,xmlstring.tostring,xmlresourceidentifier.getexpandedsystemid
803,2,1,1,1,node.getelement,none.none,node.getelement,node.getelement,node.getelement
804,1,1,1,1,visitor.visitarithmeticinstruction,visitor.visitarithmeticinstruction,visitor.visitarithmeticinstruction,visitor.visitarithmeticinstruction,visitor.visitarithmeticinstruction
806,1,1,1,1,double.tostring,double.tostring,double.tostring,double.tostring,double.tostring
808,1,1,1,1,enumeration.hasmoreelements,enumeration.hasmoreelements,enumeration.hasmoreelements,enumeration.hasmoreelements,enumeration.hasmoreelements
810,1,0,0,1,jtable.<init>,jtable.<init>,jlabel.settext,jtextarea.<init>,jtable.<init>
811,0,0,0,0,collections.sort,list.add,list.add,list.size,list.add
812,2,1,1,1,map.blocked,none.none,map.blocked,map.blocked,map.blocked
813,2,0,1,0,position.getx,none.none,position.setx,position.getx,position.gety
814,1,1,1,1,string.charat,string.charat,string.charat,string.charat,string.charat
817,0,0,0,1,jframe.setsize,jframe.pack,system.exit,jframe.pack,jframe.setsize
818,1,1,1,1,vector<string>.add,vector<string>.add,vector<string>.add,vector<string>.add,vector<string>.add
820,2,1,1,1,node.getprop,none.none,node.getprop,node.getprop,node.getprop
821,1,1,1,1,string.substring,string.substring,string.substring,string.substring,string.substring
822,2,1,1,1,text.getcaretposition,none.none,text.getcaretposition,text.getcaretposition,text.getcaretposition
827,1,1,1,1,list.add,list.add,list.add,list.add,list.add
828,1,1,1,1,emptyborder.<init>,emptyborder.<init>,emptyborder.<init>,emptyborder.<init>,emptyborder.<init>
829,1,1,1,1,string.equals,string.equals,string.equals,string.equals,string.equals
830,2,0,0,0,operation.filteronlength,none.none,iterator.hasnext,operation.getinputs,operation.getgroup
831,1,1,1,1,list.size,list.size,list.size,list.size,list.size
832,0,0,0,0,affinetransform.<init>,arraylist.<init>,arraylist.<init>,bufferedimage.<init>,weakreference.<init>
833,1,1,1,1,frame.cast,frame.cast,frame.cast,frame.cast,frame.cast
834,2,1,0,0,element.getelementindex,none.none,element.getelementindex,element.getelement,jtextcomponent.getselectionstart
837,1,1,1,1,vector.cast,vector.cast,vector.cast,vector.cast,vector.cast
838,0,0,0,1,math.log10,math.min,math.min,math.min,math.log10
839,1,1,0,1,printwriter.println,printwriter.println,printwriter.println,fileoutputstream.<init>,printwriter.println
842,2,1,1,1,dateparser.getcalendar,none.none,dateparser.getcalendar,dateparser.getcalendar,dateparser.getcalendar
843,2,0,0,0,string.valueof,none.none,node.getdata,node.setnext,node.setdata
844,0,0,0,0,float.valueof,arraylist<string>.size,filereader.<init>,arraylist<string>.size,arraylist<string>.size
845,2,1,1,1,message.gettype,none.none,message.gettype,message.gettype,message.gettype
851,1,1,1,1,double.<init>,double.<init>,double.<init>,double.<init>,double.<init>
853,2,1,1,1,searchcontrols.setsearchscope,none.none,searchcontrols.setsearchscope,searchcontrols.setsearchscope,searchcontrols.setsearchscope
854,2,0,0,0,type.isentitytype,none.none,collection.cast,parameterizedtype.instance,collectiontype.cast
856,1,1,1,1,grouplayout.<init>,grouplayout.<init>,grouplayout.<init>,grouplayout.<init>,grouplayout.<init>
857,1,1,1,1,string.<init>,string.<init>,string.<init>,string.<init>,string.<init>
858,1,0,1,1,jtextfield.<init>,jtextfield.<init>,jlabel.settext,jtextfield.<init>,jtextfield.<init>
862,1,1,1,1,double.instance,double.instance,double.instance,double.instance,double.instance
863,0,0,1,0,dimension.<init>,jpanel.add,jpanel.add,dimension.<init>,jpanel.add
867,1,1,1,1,variable.getname,variable.getname,variable.getname,variable.getname,variable.getname
873,0,0,0,0,uri.tourl,url.openconnection,inputstream.close,url.openconnection,inputstream.read
874,2,0,0,0,thread.sleep,none.none,datacollector.getbytes,datacollector.getbytesbytestowrite,datacollector.updatebytesbasedonindex
876,1,1,1,1,printwriter.println,printwriter.println,printwriter.println,printwriter.println,printwriter.println
879,2,0,1,1,decoder.parseheader,none.none,decoder.dump,decoder.parseheader,decoder.parseheader
880,0,0,0,1,jlabel.settext,jtextfield.gettext,jbutton.setenabled,jtextfield.gettext,jlabel.settext
